deal_id,customer_id,salesperson_id,deal_value,current_stage,status,created_date,closed_date,date_logic_error,deal_duration_days,customer_company,customer_contact,customer_email,customer_phone,customer_email_status,salesperson_name,salesperson_email,salesperson_role,salesperson_email_status,activity_count,last_activity_date,act_call,act_email,act_follow_up,act_meeting,act_note,act_unknown,email_count,last_email_date,positive_emails,negative_emails,engagement_score
D0697,C0422,U004,51722.36,Closed Lost,,2026-05-25,,False,,Andrade And Sons,Cheryl Gray,cheryl.gray@yahoo.com,696-430-9938x42530,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,0,,,,,,,,4,2026-05-16,2,0,4
D0698,C0253,U012,41436.61,Prospecting,won,,,False,,Parsons Plc,Cody Smith,cody.smith@COMPANY.COM,(693)751-8638x782,placeholder,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2026-04-02,0.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,2
D0699,C0409,U006,59984.02,Qualified,won,2026-01-24,,False,,Davis Plc,Rhonda Walker,rhonda.walker@yahoo.com,(904)479-3036x149,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,3,2025-08-12,1.0,0.0,1.0,1.0,0.0,0.0,1,,1,0,7
D0700,C0151,U014,47253.23,Qualified,open,,,False,,Rogers Group,Austin Joseph,austin.joseph@hotmail.com,+1-317-378-5079x2524,valid,Michele Williams,michele.williams@gmail.com,rep,valid,1,,0.0,0.0,0.0,0.0,1.0,0.0,1,,0,0,3
D0701,C0198,U002,59647.0,Closed Lost,won,2026-02-04,2026-11-05,False,274.0,"Hart, Pena And Bryant",Roger Velasquez,roger.velasquez@yahoo.com,789-397-5711x30554,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,2026-03-04,1.0,0.0,0.0,0.0,0.0,0.0,1,,0,1,3
D0702,C0381,U013,56161.94,Prospecting,won,,,False,,Horton And Sons,Christine Wong,christine.wong@hotmail.com,868.231.4727,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,3,2026-06-23,1.0,0.0,0.0,2.0,0.0,0.0,0,,0,0,6
D0703,C0105,U004,31745.85,Proposal Sent,open,2026-02-14,,False,,Griffin Llc,Elizabeth Sharp,elizabeth.sharp@gmail.com,653-701-7426x841,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,1,2026-02-03,1.0,0.0,0.0,0.0,0.0,0.0,2,2026-03-20,1,0,4
D0704,C0215,U011,9519.99,Qualified,open,2026-02-26,,False,,Taylor-Quinn,Julie Howard,julie.howard@yahoo.com,281.229.1428x3411,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,0,,,,,,,,0,,0,0,0
D0705,C0259,U011,53852.21,Negotiation,lost,,,False,,Foley Inc,Terri Short,terri.short@hotmail.com,589.592.1075x22459,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,1,,0.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,2
D0706,C0152,U012,56486.32,Qualified,lost,,,False,,Yang Inc,Scott Sanchez,scott.sanchez@yahoo.com,(662)320-8635x365,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,3,2026-06-12,1.0,0.0,1.0,0.0,0.0,1.0,1,,0,0,7
D0707,C0186,U001,8400.19,Prospecting,open,,,False,,"White, Miller And Cook",Mrs. Amy Hayes,mrs.amy.hayes@gmail.com,001-229-227-1296x66676,valid,Allison Hill,allison.hillgmail.com,manager,malformed,2,2026-12-06,0.0,0.0,0.0,0.0,0.0,2.0,1,2025-11-26,1,0,5
D0708,C0296,U010,67828.0,Closed Lost,won,2025-11-12,,False,,Harris Llc,Robert Frazier,robert.frazier@COMPANY.COM,(251)790-9862x40580,placeholder,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,2,,0.0,1.0,1.0,0.0,0.0,0.0,0,,0,0,4
D0709,C0049,U006,16938.3,Prospecting,closed,,,False,,James Llc,,,+1-664-409-0974x39533,missing,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,2,,0.0,0.0,0.0,1.0,0.0,1.0,4,2026-04-07,1,1,8
D0710,C0270,U013,6838.29,Closed Lost,,2026-06-23,,False,,Douglas Plc,Emily Grant,emily.grant@hotmail.com,925-620-5664,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,2,,0.0,0.0,0.0,0.0,1.0,1.0,1,,0,1,5
D0711,C0104,U011,73477.29,Prospecting,open,,,False,,Doyle Llc,Nicole Thompson,nicole.thompson@hotmail.com,(668)851-6122x7530,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,2,2026-04-03,0.0,2.0,0.0,0.0,0.0,0.0,2,2026-04-17,2,0,6
D0712,C0158,U002,49519.27,Prospecting,open,,,False,,"Williams, Evans And Wilkins",Tristan Bond,tristan.bond@hotmail.com,001-883-717-1210x0323,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,6,2026-06-02,1.0,2.0,0.0,2.0,1.0,0.0,2,2026-02-14,1,0,14
D0713,C0017,U002,26431.26,Prospecting,closed,2025-11-15,,False,,Brennan-Garrison,Robert Stevens,robert.stevens@yahoo.com,730.836.5414,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,0,,,,,,,,1,,0,1,1
D0714,C0023,U009,38650.84,Negotiation,closed,,,False,,Solis Ltd,Kristin Stewart,kristin.stewart@yahoo.com,+1-986-587-2774x348,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,3,2026-07-17,0.0,0.0,3.0,0.0,0.0,0.0,1,2025-12-23,1,0,7
D0715,C0178,U010,19021.6,,closed,2025-12-16,,False,,"Hunter, Taylor And York",Alyssa Lee,alyssa.lee@gmail.com,9308705345,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,4,2026-10-06,0.0,2.0,2.0,0.0,0.0,0.0,2,2025-12-14,1,1,10
D0716,C0071,U005,51779.0,Proposal Sent,open,2026-05-17,,False,,Hardin-Hughes,Meghan Williams,meghan.williams@hotmail.com,+1-451-751-8644x9251,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,4,2026-07-30,1.0,1.0,0.0,0.0,1.0,1.0,3,2026-07-07,1,2,11
D0717,C0214,U002,33378.82,,won,2026-03-01,,False,,Mitchell Inc,Emily Hayes,emily.hayes@hotmail.com,+1-849-629-9556x20533,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,0,,,,,,,,2,2026-09-05,2,0,2
D0718,C0351,U003,,,won,2026-03-10,2026-03-22,False,12.0,Ramos-Johnson,,matthew.chan@hotmail.com,(976)924-6719,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0719,C0332,U011,36544.0,Closed Lost,open,2026-05-03,,False,,Wood-Harris,Mary Spence,mary.spence@gmail.com,(778)428-4106x727,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,0,,,,,,,,1,2025-12-16,1,0,1
D0720,C0305,U004,45877.76,Prospecting,won,,2025-06-12,False,,Gregory-Nixon,Amanda Hardin,amanda.hardin@hotmail.com,(569)545-4414x967,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,2,,0.0,1.0,0.0,0.0,1.0,0.0,1,,1,0,5
D0721,C0168,U013,74049.0,Proposal Sent,open,,,False,,"Barnes, Jackson And Gutierrez",Heather Bennett,heather.bennett@yahoo.com,001-632-371-0405,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,1,,0.0,0.0,0.0,0.0,1.0,0.0,3,2026-04-04,0,1,5
D0722,C0111,U007,16173.57,Prospecting,open,2026-04-03,,False,,"Barnes, Miranda And Stephenson",Daniel Garcia,,5792030673,missing,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,2026-11-03,0.0,0.0,0.0,2.0,0.0,0.0,1,,0,0,5
D0723,C0176,U012,24133.01,Negotiation,closed,,,False,,Jackson Group,Lee Steele,lee.steele@gmail.com,(353)507-4505x4447,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2026-07-04,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0724,C0380,U007,82328.02,Qualified,lost,2026-03-02,,False,,Smith Ltd,Michael Melton,michael.melton@hotmail.com,+1-574-399-5641x220,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,1,2025-12-11,0.0,1.0,0.0,0.0,0.0,0.0,2,,0,1,4
D0725,C0130,U001,56406.51,Closed Lost,open,,,False,,Sandoval Llc,Lonnie Hart,,+1-565-961-0143x8889,missing,Allison Hill,allison.hillgmail.com,manager,malformed,2,,0.0,0.0,1.0,0.0,1.0,0.0,2,,2,0,6
D0726,C0367,U011,52326.7,Closed Won,won,,2026-03-19,False,,"Green, Davis And Richardson",Autumn Higgins,autumn.higgins@yahoo.com,001-577-613-3344x76263,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,1,,0.0,0.0,1.0,0.0,0.0,0.0,3,2025-11-17,1,1,5
D0727,C0144,U005,80130.03,Closed Won,closed,,,False,,"Davis, Davis And Lewis",Kevin Stone,kevin.stone@yahoo.com,8053162713,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,4,,1.0,2.0,0.0,1.0,0.0,0.0,1,2026-04-26,1,0,9
D0728,C0044,U005,54495.5,Closed Won,lost,2026-03-19,,False,,Cantu-Kane,Mrs. Janet Chase,mrs.janet.chase@yahoo.com,7573662702,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,1,,0.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,2
D0729,C0043,U012,79120.68,Negotiation,closed,,,False,,"Thomas, Lee And Greene",Breanna Jones,breanna.jones@yahoo.com,,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2026-02-11,0.0,0.0,1.0,0.0,0.0,0.0,3,2026-06-26,1,0,5
D0730,C0342,U009,43066.73,Qualified,,,,False,,Vazquez-Taylor,William Mills,william.mills@yahoo.com,(440)513-2234,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,,0.0,0.0,0.0,2.0,0.0,0.0,0,,0,0,4
D0731,C0205,U001,61132.37,Proposal Sent,open,2026-06-14,,False,,Pruitt Ltd,Holly Chapman,holly.chapman@hotmail.com,+1-233-847-2122x816,valid,Allison Hill,allison.hillgmail.com,manager,malformed,1,,0.0,1.0,0.0,0.0,0.0,0.0,1,,0,1,3
D0732,C0334,U014,52215.69,Closed Lost,open,,,False,,"Randall, Griffin And Davis",Martin Silva,martin.silva@gmail.com,001-243-701-8718x63759,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,0.0,0.0,0.0,1.0,1.0,0.0,0,,0,0,4
D0733,C0087,U002,30999.84,Closed Won,open,2026-03-03,,False,,Tyler Inc,Kenneth Mcdonald,kenneth.mcdonald@hotmail.com,(891)314-6786,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,,0.0,0.0,0.0,0.0,1.0,0.0,1,,1,0,3
D0734,C0171,U011,72539.88,Proposal Sent,closed,,,False,,Davis And Sons,Edgar Miller,edgar.millergmail.com,446-777-4186,malformed,Monica Herrera,monica.herreragmail.com,rep,malformed,1,,0.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,2
D0735,C0107,U001,79080.6,Closed Won,won,2026-01-02,2026-02-13,False,42.0,Poole Plc,Joshua Martin,joshua.martin@hotmail.com,,valid,Allison Hill,allison.hillgmail.com,manager,malformed,3,2026-12-03,0.0,1.0,1.0,0.0,0.0,1.0,0,,0,0,6
D0736,C0428,U008,52896.78,Prospecting,lost,2026-05-27,,False,,"Hunt, Juarez And Hernandez",Darrell Curry,darrell.currygmail.com,538.998.7751x5366,malformed,Gina Moore,gina.moore@yahoo.com,rep,valid,2,,0.0,0.0,0.0,0.0,1.0,1.0,2,2026-06-30,0,2,6
D0737,C0203,U006,37472.0,Prospecting,open,2026-01-11,,False,,Stokes-Mills,Charles Santiago,charles.santiago@gmail.com,324-542-0438x057,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,3,,1.0,0.0,1.0,0.0,1.0,0.0,1,,0,0,7
D0738,C0245,U001,40803.34,Qualified,won,2026-01-04,2026-04-02,False,88.0,Martin Ltd,Sandra Walker,sandra.walker@gmail.com,(338)994-4846x31224,valid,Allison Hill,allison.hillgmail.com,manager,malformed,3,2025-12-19,0.0,1.0,0.0,1.0,1.0,0.0,1,,1,0,7
D0739,C0054,U008,31037.1,Closed Lost,open,2025-11-29,,False,,"Garcia, Burns And Russell",Amanda Wood,amanda.wood@yahoo.com,,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,3,,0.0,0.0,1.0,1.0,1.0,0.0,0,,0,0,6
D0740,C0020,U003,76733.0,Closed Won,lost,,2026-08-02,False,,"Phillips, Martinez And Fisher",Megan Orr,megan.orr@hotmail.com,001-746-980-4436,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,4,,2.0,0.0,1.0,1.0,0.0,0.0,2,2026-04-01,0,2,10
D0741,C0059,U007,68284.98,Closed Lost,closed,2026-10-03,,False,,"Wilson, Pena And Rich",Sharon Jordan,sharon.jordan@gmail.com,(357)366-1565x45271,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,4,2026-07-07,1.0,2.0,1.0,0.0,0.0,0.0,0,,0,0,8
D0742,C0066,U002,12031.32,Prospecting,open,,,False,,Morse-Atkins,Laura Mckinney,laura.mckinney@yahoo.com,816-805-2975x1613,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,,1.0,0.0,0.0,0.0,0.0,0.0,1,,0,0,3
D0743,C0026,U011,63075.53,Negotiation,lost,2026-05-04,,False,,Tucker-Price,Rebecca Ramsey,,929.480.6990x162,missing,Monica Herrera,monica.herreragmail.com,rep,malformed,3,,1.0,2.0,0.0,0.0,0.0,0.0,2,2026-06-04,2,0,8
D0744,C0124,U010,,Qualified,closed,,,False,,Marquez Inc,James Bowers,james.bowers@gmail.com,001-365-451-1047x5412,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,3,2026-07-04,0.0,1.0,0.0,1.0,1.0,0.0,0,,0,0,6
D0745,C0124,U011,60489.49,Closed Won,won,,,False,,Marquez Inc,James Bowers,james.bowers@gmail.com,001-365-451-1047x5412,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,0,,,,,,,,0,,0,0,0
D0746,C0431,U010,12546.7,Qualified,won,2025-12-02,2025-12-20,False,18.0,"Hayden, Fowler And Torres",Michael Thompson,michael.thompson@hotmail.com,+1-370-923-1643x348,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,2,2025-12-01,1.0,0.0,0.0,1.0,0.0,0.0,1,2026-04-02,0,1,5
D0747,C0100,U002,45335.09,Prospecting,lost,2026-06-01,,False,,Castro-Michael,Donna Berry,donna.berry@hotmail.com,(565)624-0415x7473,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,6,2026-07-07,5.0,1.0,0.0,0.0,0.0,0.0,4,2026-03-10,0,3,16
D0748,C0031,U009,,Closed Won,open,,,False,,Rivas Inc,Jerry Christensen,jerry.christensen@hotmail.com,+1-665-607-5273x545,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,2
D0749,C0124,U006,4914.24,Prospecting,open,2026-06-27,,False,,Marquez Inc,James Bowers,james.bowers@gmail.com,001-365-451-1047x5412,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,1,,1.0,0.0,0.0,0.0,0.0,0.0,3,,1,2,5
D0750,C0141,U010,22563.96,Prospecting,lost,2026-06-29,,False,,"Long, Thomas And Chen",Jaime Jones,jaime.jones@gmail.com,(884)557-7590x1751,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,2,2025-11-30,0.0,0.0,0.0,1.0,1.0,0.0,0,,0,0,4
D0751,C0345,U009,63397.89,Qualified,lost,,,False,,Weiss Inc,Michelle Brandt,michelle.brandt@gmail.com,001-880-813-8759x27125,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,1,2026-07-05,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0752,C0328,U005,75580.68,Proposal Sent,lost,2025-11-28,,False,,"Patel, Bryan And Lam",Jacob Nunez,jacob.nunez@hotmail.com,337-411-6241,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,0,,,,,,,,1,,0,1,1
D0753,C0445,U011,78779.3,Proposal Sent,won,,,False,,"Brown, Hardin And Mcneil",Melissa Walker,melissa.walker@yahoo.com,452.570.1713x02321,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,3,2026-02-01,2.0,1.0,0.0,0.0,0.0,0.0,1,2026-07-22,0,1,7
D0754,C0385,U004,5158.0,,open,,,False,,Whitaker-Nunez,Rebecca Marsh,rebecca.marshgmail.com,(493)941-7223,malformed,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,1,2026-07-02,0.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,2
D0755,C0384,U014,38948.27,,lost,2026-06-25,2026-08-13,False,49.0,Simpson Ltd,Michael Smith,michael.smith@COMPANY.COM,637-857-3839x5972,placeholder,Michele Williams,michele.williams@gmail.com,rep,valid,5,2026-07-10,1.0,0.0,2.0,0.0,1.0,1.0,0,,0,0,10
D0756,C0253,U013,51529.33,Prospecting,open,2026-01-18,,False,,Parsons Plc,Cody Smith,cody.smith@COMPANY.COM,(693)751-8638x782,placeholder,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,1,2026-05-12,0.0,0.0,1.0,0.0,0.0,0.0,1,2026-05-01,0,1,3
D0757,C0031,U013,58671.97,Proposal Sent,lost,2026-06-18,2026-08-23,False,66.0,Rivas Inc,Jerry Christensen,jerry.christensen@hotmail.com,+1-665-607-5273x545,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,8,2026-12-03,3.0,2.0,0.0,2.0,1.0,0.0,0,,0,0,16
D0758,C0194,U009,24170.0,Closed Won,lost,2026-06-03,,False,,"Barber, Jarvis And Richard",Thomas Webb,thomas.webb@hotmail.com,+1-272-396-5902x77167,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,2026-07-15,0.0,1.0,0.0,1.0,0.0,0.0,1,,0,1,5
D0759,C0443,U013,43568.78,Closed Lost,,2026-01-03,,False,,"Davidson, Hall And Matthews",Crystal Jensen Dvm,crystal.jensen.dvm@yahoo.com,663.591.0257,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,2,,0.0,0.0,2.0,0.0,0.0,0.0,1,2026-02-16,1,0,5
D0760,C0135,U009,20198.11,Prospecting,open,2025-12-03,,False,,Bruce-Williamson,Michele Evans,michele.evansgmail.com,+1-891-825-1341x252,malformed,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,4,2026-09-02,1.0,0.0,0.0,2.0,1.0,0.0,0,,0,0,8
D0761,C0140,U003,55142.0,Proposal Sent,open,,,False,,Werner-Carter,Tiffany Robertson,tiffany.robertson@hotmail.com,726-504-2232,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,0,,,,,,,,2,2026-03-30,1,0,2
D0762,C0328,U006,80526.72,Closed Won,lost,2026-01-11,2026-01-24,False,13.0,"Patel, Bryan And Lam",Jacob Nunez,jacob.nunez@hotmail.com,337-411-6241,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,3,2026-07-09,1.0,1.0,1.0,0.0,0.0,0.0,1,,1,0,7
D0763,C0148,U006,70298.0,Prospecting,open,2026-06-28,,False,,Smith Inc,Daniel Livingston,daniel.livingston@yahoo.com,348.566.6188x92414,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,1,3
D0764,C0009,U009,22988.32,Prospecting,lost,2026-04-01,,False,,Baxter Inc,Scott Pierce,scott.pierce@gmail.com,+1-880-213-2677x3602,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,,0.0,0.0,0.0,1.0,1.0,0.0,0,,0,0,4
D0765,C0164,U005,38745.67,Proposal Sent,lost,2025-11-03,,False,,Johnson-Brown,Alicia Woods,,793-325-2500x29218,missing,Cristian Santos,cristian.santos@gmail.com,unknown,valid,2,2025-11-13,0.0,1.0,1.0,0.0,0.0,0.0,3,2025-10-12,2,0,7
D0766,C0249,U003,17269.8,Closed Lost,open,,,False,,Maldonado-Collins,Mark Williams,mark.williams@hotmail.com,414.674.3503x13650,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,0.0,1.0,0.0,0.0,0.0,2,2026-01-12,1,0,4
D0767,C0081,U003,13484.12,Closed Won,won,,2026-05-08,False,,Williams And Sons,Emily Collins,emily.collins@yahoo.com,+1-674-303-4505,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,0.0,0.0,1.0,0.0,0.0,4,2026-05-31,0,1,6
D0768,C0069,U012,33052.57,Prospecting,open,2026-01-07,,False,,Vargas-Bell,Joel Johnson,joel.johnson@yahoo.com,511-799-8679x8079,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,3,2026-02-23,1.0,1.0,1.0,0.0,0.0,0.0,0,,0,0,6
D0769,C0390,U002,79872.97,Proposal Sent,open,2026-01-01,,False,,Ramos Inc,Kelly Jones,kelly.jones@yahoo.com,,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,4,2026-08-01,2.0,0.0,0.0,1.0,0.0,1.0,1,,0,1,9
D0770,C0053,U009,18393.86,Negotiation,open,2025-04-11,,False,,"Turner, Ortiz And Taylor",Elizabeth Vasquez,elizabeth.vasquez@gmail.com,482.867.5869,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,3,,1.0,0.0,0.0,2.0,0.0,0.0,1,2026-06-15,0,1,7
D0771,C0155,U006,6165.6,Closed Lost,open,2026-04-09,,False,,Harris And Sons,Tyrone Kaufman,tyrone.kaufman@gmail.com,001-441-803-8657x191,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,2,2026-03-01,0.0,0.0,1.0,0.0,1.0,0.0,1,,0,1,5
D0772,C0022,U002,44213.79,,won,2026-05-30,,False,,"Atkinson, Jones And Perry",Cheyenne Horton,cheyenne.horton@yahoo.com,(332)901-6328x7083,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,2025-12-26,0.0,1.0,0.0,0.0,0.0,0.0,3,,0,1,5
D0773,C0215,U007,25451.66,Qualified,lost,2026-06-17,,False,,Taylor-Quinn,Julie Howard,julie.howard@yahoo.com,281.229.1428x3411,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,,0.0,0.0,1.0,1.0,0.0,0.0,2,,2,0,6
D0774,C0112,U002,52910.68,Negotiation,lost,2026-03-22,2026-04-03,False,12.0,Gordon Llc,Thomas Johnston,thomas.johnston@hotmail.com,+1-453-842-8364x408,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,2,,0.0,0.0,1.0,0.0,1.0,0.0,1,2026-04-03,1,0,5
D0775,C0075,U003,29459.0,Closed Won,closed,,,False,,Mckee-Lee,,laura.alexander@yahoo.com,001-368-386-2392x40758,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,3,2025-11-12,0.0,0.0,1.0,0.0,0.0,2.0,0,,0,0,6
D0776,C0144,U006,56754.6,Prospecting,won,2026-04-17,,False,,"Davis, Davis And Lewis",Kevin Stone,kevin.stone@yahoo.com,8053162713,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,4,,0.0,1.0,0.0,1.0,0.0,2.0,0,,0,0,8
D0777,C0394,U011,34115.06,Qualified,lost,,,False,,"Mclaughlin, Garcia And Black",Richard Gibson,richard.gibson@gmail.com,001-766-811-0627x371,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,2,2026-09-06,1.0,1.0,0.0,0.0,0.0,0.0,4,,2,0,8
D0778,C0291,U007,9052.33,Proposal Sent,open,2026-02-01,,False,,Cook-Gonzalez,Rhonda Miller,rhonda.miller@yahoo.com,001-521-571-7477,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,0,,,,,,,,1,,1,0,1
D0779,C0249,U007,67757.38,Closed Lost,lost,2026-04-01,2026-06-20,False,80.0,Maldonado-Collins,Mark Williams,mark.williams@hotmail.com,414.674.3503x13650,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,7,,2.0,4.0,0.0,0.0,1.0,0.0,2,2026-07-21,1,0,16
D0780,C0250,U009,45961.62,,,,,False,,"Wilson, Mccormick And Smith",Richard Alvarez,richard.alvarez@hotmail.com,(251)232-7195,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,,1.0,1.0,0.0,0.0,0.0,0.0,5,2026-04-17,2,3,9
D0781,C0265,U010,21138.62,Proposal Sent,open,2025-12-20,,False,,Smith-Benson,Jerry Johnson,jerry.johnson@gmail.com,,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,2,2026-06-04,0.0,0.0,1.0,0.0,0.0,1.0,3,2026-07-29,1,0,7
D0782,C0238,U003,77598.72,Prospecting,open,2026-02-16,,False,,Vaughn Inc,David Combs,david.combs@gmail.com,,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,0.0,0.0,0.0,1.0,0.0,0,,0,0,2
D0783,C0072,U014,19097.0,,lost,2026-01-18,,False,,Ponce-Hale,Kurt Hurley,kurt.hurley@yahoo.com,+1-265-728-1685,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,1.0,0.0,0.0,0.0,1.0,0.0,0,,0,0,4
D0784,C0191,U012,6015.96,Prospecting,lost,,,False,,Decker-Dudley,Jason Martin,jason.martin@hotmail.com,337.353.0011x9721,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,4,2026-05-17,2.0,0.0,1.0,1.0,0.0,0.0,1,,0,0,9
D0785,C0015,U003,21961.32,Closed Won,open,2026-02-04,,False,,"Smith, Jones And Ware",Kimberly Davenport,kimberly.davenport@hotmail.com,+1-526-520-4505,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,3,2026-04-16,0.0,0.0,1.0,1.0,1.0,0.0,1,2026-07-11,0,0,7
D0786,C0236,U012,,Qualified,closed,,,False,,Dunn And Sons,Tyler Cooper,tyler.cooper@gmail.com,563.365.5647x2929,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2026-01-08,0.0,0.0,0.0,1.0,0.0,0.0,1,,0,1,3
D0787,C0326,U012,14516.59,Prospecting,won,,2026-02-21,False,,"Gilmore, Fitzgerald And Brown",Megan Barron,megan.barron@gmail.com,(757)590-5528x1832,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,2,,2.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,4
D0788,C0080,U001,80678.2,Closed Won,lost,,2026-05-18,False,,Kramer-Cooper,Lori Ingram,lori.ingram@hotmail.com,001-252-605-8527x72217,valid,Allison Hill,allison.hillgmail.com,manager,malformed,4,2026-12-02,0.0,2.0,1.0,0.0,1.0,0.0,0,,0,0,8
D0789,C0154,U012,24197.61,Proposal Sent,lost,2026-04-27,,False,,Elliott-Torres,Julie Vargas,julie.vargas@yahoo.com,001-838-632-0603x85050,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,0,,,,,,,,0,,0,0,0
D0790,C0312,U001,70179.16,Proposal Sent,lost,2026-02-14,,False,,"Price, Rodriguez And Barker",Dr. Jeffrey Lopez,dr.jeffrey.lopez@gmail.com,909.937.6184,valid,Allison Hill,allison.hillgmail.com,manager,malformed,1,,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
